boundary,sidecar_sasa,sidecar_delta,pooled_mean,pooled_ci95,high_starts,low_starts,high_mean,high_ci95,low_mean,low_ci95,per_start
2.59,2.59,0.0,2.59,0.0656,extended;open,compact;mid,2.8443,0.0617,2.3357,0.0882,compact:2.3824;extended:2.7884;mid:2.2891;open:2.9003
