system,tier,n_starts,starts,character,sasa_pooled_nm2,sasa_ci95,sasa_verdict,rg_pooled_nm,rg_ci95,rg_verdict,hbond_events,hbond_median_ps,hbond_resolution_ps,hbond_break_tol_frames,hbond_n_backbone_bonds,n_structured_backbone_pairs,n_structured_sidechain_pairs
GGE_water,D,4,compact;extended;mid;open,multi-basin (2+2 SASA split),2.59,0.0656,dominated,0.704,0.0176,dominated,146682,2.0,1.0,0,8,1,2
