system,tier,n_starts,starts,character,sasa_pooled_nm2,sasa_ci95,sasa_verdict,rg_pooled_nm,rg_ci95,rg_verdict,hbond_events,hbond_median_ps,hbond_resolution_ps,hbond_break_tol_frames,hbond_n_backbone_bonds,n_structured_backbone_pairs,n_structured_sidechain_pairs
YIY_water,B,4,compact;extended;mid;open,robust SASA / backbone converged (mildest YIY),5.2769,0.0407,robust,0.6374,0.0125,robust,64585,2.0,1.0,0,4,1,1
