#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
5000,10.000000000000009,-36641.94091523223,305.8221670048164,1.0125521755556735,0
10000,19.999999999999794,-36349.64070872747,297.81401697729353,0.9901222526868263,472
15000,29.99999999999425,-36477.278933911875,300.70154193792513,0.9853100874453421,465
20000,40.00000000000292,-36476.89484594125,301.7868425240262,0.9880568012084073,462
25000,50.00000000001514,-36180.51490977351,301.8352627074368,0.9910976541125939,460
30000,60.00000000002736,-36448.78107555673,297.65801699940874,1.0020362260871492,460
35000,70.00000000001826,-36475.16796444316,300.1731456069131,1.009934487388726,461
40000,79.99999999999496,-36413.71963041733,299.8122719794251,0.9969174842555957,463
45000,89.99999999997165,-36406.55978978172,303.86759117196846,0.9932095724216478,464
50000,99.99999999994834,-36610.644441916666,297.88156612205154,0.9949753854081067,465
55000,109.99999999992504,-36440.69792029026,301.7424212829663,1.0098885074939432,464
60000,119.99999999990173,-35877.89799095463,302.1568683700899,0.9948164140927301,464
65000,129.99999999989262,-35986.66749415416,292.93196798651735,0.9776297479445555,463
70000,139.99999999994037,-36624.06531956792,304.70413280813375,0.9987989703359738,463
75000,149.99999999998812,-36524.88650660706,295.3205527430393,0.9991591991776932,463
80000,160.00000000003587,-36404.04212014543,305.9292933109828,0.9907558039003546,463
85000,170.00000000008362,-36326.211589695275,299.2255611746503,0.994367275702827,463
90000,180.00000000013137,-36302.61760591192,293.5561740291056,0.9756553625603568,462
95000,190.0000000001791,-36259.52162813896,307.10863088163865,0.9993460923868345,462
100000,200.00000000022686,-36686.17048522498,305.2347965806848,0.9917330289474957,462
105000,210.0000000002746,-36221.9205690751,297.23447953302406,0.9959681230845481,462
110000,220.00000000032236,-36334.869436393434,298.1087843773666,1.0037451376718063,461
115000,230.0000000003701,-36489.603099143045,298.7161907394611,1.0042916211392614,461
120000,240.00000000041786,-36745.30687933645,299.2069681540303,0.997740522771374,460
125000,250.0000000004656,-36387.635829382634,294.0284202623695,0.9990045069600942,460
130000,260.00000000051335,-36213.495097030594,296.14600452876834,0.9917405139539758,460
135000,270.0000000005611,-36287.66185994522,305.10819089038773,0.997759550448334,460
140000,280.00000000060885,-36270.708187508484,293.9197685864404,1.0041876777629357,460
145000,290.0000000006566,-36428.55869249374,296.70705201794226,0.9991906523724324,460
150000,300.00000000070435,-36312.03380928718,295.99503414847914,0.985835640532373,460
155000,310.0000000007521,-36539.010907235934,291.94814571584,1.0009332999654732,460
160000,320.00000000079984,-36272.95144736316,299.8714109773838,0.9925031055017207,459
165000,330.0000000008476,-36495.01637879005,306.7866541830973,1.0075375970004998,459
170000,340.00000000089534,-36455.026201127504,297.80523579460606,1.0019990058003956,459
175000,350.0000000009431,-36466.755659719114,300.47077822856727,1.0048243919859539,458
180000,360.00000000099084,-36579.93945258277,315.9516941100397,1.0007167730570856,459
185000,370.0000000010386,-36526.01349604991,306.6755083214754,1.0178991340993604,458
190000,380.00000000108633,-36216.136507635005,308.7979160544209,0.9958644134721026,458
195000,390.0000000011341,-36728.346362073324,312.1881534173589,0.999664990081963,458
