system,tier,n_starts,starts,character,sasa_pooled_nm2,sasa_ci95,sasa_verdict,rg_pooled_nm,rg_ci95,rg_verdict,hbond_events,hbond_median_ps,hbond_resolution_ps,hbond_break_tol_frames,hbond_n_backbone_bonds,n_structured_backbone_pairs,n_structured_sidechain_pairs
GGE_glyceline,A,4,compact;extended;mid;open,clean / ergodic,2.6122,0.0638,robust,0.7063,0.0176,robust,112691,2.0,1.0,0,8,2,6
