system,tier,n_starts,starts,character,sasa_pooled_nm2,sasa_ci95,sasa_verdict,rg_pooled_nm,rg_ci95,rg_verdict,hbond_events,hbond_median_ps,hbond_resolution_ps,hbond_break_tol_frames,hbond_n_backbone_bonds,n_structured_backbone_pairs,n_structured_sidechain_pairs
CME_reline,C,4,compact;extended;mid;open,one-trap (compact/mid/open consensus + metastable extended),3.399,0.0792,dominated,0.7335,0.0227,robust,157729,2.0,1.0,0,9,2,8
