#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
5000,10.000000000000009,-37293.47423916357,294.87045536988563,1.0044810790923429,0
10000,19.999999999999794,-37522.6386407417,301.0622027139469,0.9957192603061703,706
15000,29.99999999999425,-37587.9008748105,306.3042688555508,1.0223462869461832,703
20000,40.00000000000292,-37299.40218536154,297.97234679546915,0.9943794037640784,704
25000,50.00000000001514,-37448.920086533384,297.36952931647585,1.0114633452133353,704
30000,60.00000000002736,-37826.6182128948,298.516478406198,1.0092974702846125,703
35000,70.00000000001826,-37234.627085394604,299.1445111920988,0.9969271049886572,703
40000,79.99999999999496,-37619.69335637207,302.09598942955745,1.0010597719397893,703
45000,89.99999999997165,-37362.590230479895,297.60151422678433,1.0022278973183953,704
50000,99.99999999994834,-37579.65554411468,299.40714679962053,0.9928356483380238,704
55000,109.99999999992504,-37424.88653820037,297.3518540810828,1.0089808361764296,705
60000,119.99999999990173,-37487.92250677332,303.71344715530205,0.997805711346813,705
65000,129.99999999989262,-37373.64889329823,300.54465547460103,1.0034728495016123,705
70000,139.99999999994037,-37517.21930292866,300.16804014104196,1.004414706206605,705
75000,149.99999999998812,-37327.63912826171,289.9269474529375,0.9891089170759101,706
80000,160.00000000003587,-37421.442774360476,292.2990866454683,1.011651841572376,705
85000,170.00000000008362,-37440.04929317569,301.07705808519626,0.9985313147492533,705
90000,180.00000000013137,-37490.990946660866,298.3019643933011,1.00252074708493,704
95000,190.0000000001791,-37466.24655338749,301.50502355348664,0.9917846778227917,704
100000,200.00000000022686,-37832.263524133625,287.91881594051205,1.0170019714730563,703
105000,210.0000000002746,-37716.283333695814,307.11320205640453,1.0065184553779405,703
110000,220.00000000032236,-37643.624156542064,296.38793052132047,1.001960007957499,703
115000,230.0000000003701,-37305.19767681946,302.45803546504106,1.006306562930885,703
120000,240.00000000041786,-37753.29927683683,304.32018792353864,1.0109330375606136,703
125000,250.0000000004656,-37420.56409540356,307.7397840426372,1.0110150461158989,702
130000,260.00000000051335,-37474.18559103747,298.59574110919164,1.0154620110335648,702
135000,270.0000000005611,-37428.44466666886,302.09139182497546,1.0121663787382096,702
140000,280.00000000060885,-37129.586835554976,309.5418815683948,0.996113259843194,702
145000,290.0000000006566,-37515.18455224496,297.0009240317886,1.009469265462705,702
150000,300.00000000070435,-37715.303915980476,301.8688268956105,1.0136534241576474,702
155000,310.0000000007521,-37695.227039178775,314.1072007493269,1.0098633846988019,702
160000,320.00000000079984,-37480.743664313486,299.7930390775362,0.9970051951160103,702
165000,330.0000000008476,-37707.91976910419,301.61140190661496,0.9910510814025842,702
170000,340.00000000089534,-37802.314616513584,288.42081305947164,1.0043267159303126,702
175000,350.0000000009431,-37748.58603639304,309.76101361967187,1.0189694385348156,702
180000,360.00000000099084,-37375.16598271701,298.0089845955381,1.0175946297301006,702
185000,370.0000000010386,-37428.238219653256,288.1084415872717,1.007897240159826,702
190000,380.00000000108633,-37500.80827122994,297.9609447361058,1.0146036653792965,702
195000,390.0000000011341,-37307.306476320635,297.63927588575115,1.002923177847247,702
200000,400.00000000118183,-37477.79330193729,296.3222971616877,1.0094359827212216,702
205000,410.0000000012296,-37538.66882525297,307.2069318884828,0.9955922452535229,702
210000,420.00000000127733,-37727.90482830076,299.3812571773744,1.0109521012964808,702
215000,430.0000000013251,-37787.11780190279,302.81307270776193,1.0226783102357981,702
220000,440.0000000013728,-37492.13467064136,296.08040185928024,1.0096895651450928,702
225000,450.0000000014206,-37744.77344426123,300.69590644844965,0.9920674236259374,702
230000,460.0000000014683,-37494.070767717785,299.5562113570679,1.0151184340084636,702
235000,470.00000000151607,-37489.240815136174,298.6039554960448,1.0114526370455788,702
240000,480.0000000015638,-37667.13654358045,298.8186942807213,1.0082968519465136,702
245000,490.00000000161157,-37598.943926320004,296.3404628082361,1.0246817029069941,702
250000,500.0000000016593,-37507.14497719737,300.49796424584605,1.0047172399987552,702
255000,510.00000000170706,-37431.49174645348,310.9496885252003,1.001649279282682,702
260000,520.0000000015274,-37482.96708678524,301.6532707590083,0.9989653828380682,702
265000,530.0000000012909,-37422.95702783254,291.49064385577003,0.9970998001709885,702
270000,540.0000000010544,-37461.419329275785,301.54642242852276,1.0107195291169742,702
275000,550.000000000818,-37626.16675339351,298.0009949804645,1.0041155480324644,702
280000,560.0000000005815,-37410.095441067126,292.6084952169377,1.0176871195368267,702
285000,570.000000000345,-37344.473759101296,300.7851408449366,0.9871309971897854,702
290000,580.0000000001086,-37433.97609283158,300.49927200892716,1.0133597221369315,702
295000,589.9999999998721,-37564.92270873138,303.4035686064755,0.9956720106861948,702
300000,599.9999999996356,-37401.35746994839,298.0994041523174,1.0011849480913584,702
305000,609.9999999993992,-37689.7325875409,301.3196277029424,1.0044485872967914,702
310000,619.9999999991627,-37667.43592587963,305.6196140149979,1.0013218983137002,702
315000,629.9999999989262,-37658.21519879534,301.5814050909422,1.0087694692140208,702
320000,639.9999999986898,-37436.19597091401,296.5939032065939,1.01035535870564,702
325000,649.9999999984533,-37643.396494521556,300.7783363901553,1.0077939963306877,701
330000,659.9999999982168,-37376.015249530465,293.97510763668856,1.0107236195461868,701
335000,669.9999999979804,-37386.15289488883,301.69313709918384,0.9944886153771137,701
340000,679.9999999977439,-37324.16632670618,297.5155083704038,1.0134278701417212,701
345000,689.9999999975074,-37657.09100203196,299.89238820410355,1.0015760392346533,701
350000,699.999999997271,-37237.69195490348,297.1012131130705,1.0151311308630295,701
355000,709.9999999970345,-37820.94717742925,302.4004325880782,1.0166973146327272,701
360000,719.999999996798,-37553.89692203366,300.1982004270999,1.013051741582247,701
365000,729.9999999965615,-37368.110403022554,304.67528646765396,1.0052410288327205,701
370000,739.9999999963251,-37868.239527426194,298.53035295513655,1.0058075899467516,701
375000,749.9999999960886,-37724.21245764199,305.4024436083426,1.0022120993620656,701
380000,759.9999999958521,-37621.048993490724,305.5072894266102,0.9903393339045028,700
385000,769.9999999956157,-37273.74688070934,302.1494238116993,1.0063174195732292,700
390000,779.9999999953792,-37697.27447870106,292.7151392094418,1.0097791947397903,700
395000,789.9999999951427,-37559.685004445724,306.03421577930334,1.0068415788657081,700
400000,799.9999999949063,-37643.96643742322,298.8165691657145,1.0087446567288785,700
405000,809.9999999946698,-37543.08524304911,306.9636266540036,1.0250763632646231,700
410000,819.9999999944333,-37559.1191748954,296.2110351308034,1.0040511641096281,700
415000,829.9999999941969,-37937.78360342549,308.41916696326933,1.0045824588471377,700
420000,839.9999999939604,-37528.20095242144,308.18908239618804,1.0043726803715896,700
425000,849.9999999937239,-37447.91237570561,302.3381095037445,1.0186833481292557,700
430000,859.9999999934874,-37723.56876444066,297.391536517075,1.0060673544460146,701
435000,869.999999993251,-37380.881944110646,305.9609401791654,0.9967997961478583,701
440000,879.9999999930145,-37292.789318227035,295.12524439892087,1.0045619811923878,701
445000,889.999999992778,-37673.55440947591,292.5597197407722,1.0132805101823896,701
450000,899.9999999925416,-37338.23277136448,296.3021290029213,0.9937932308546146,701
455000,909.9999999923051,-37455.051442563476,303.2018257174174,1.0238371577390644,701
460000,919.9999999920686,-37627.38773962838,304.2069846818308,1.0090955484859216,701
465000,929.9999999918322,-37497.05173250311,299.8421823620682,1.015262105329456,701
470000,939.9999999915957,-37466.16684841213,302.48919700720796,0.9980954157870098,701
475000,949.9999999913592,-37559.01294113367,292.44806946772314,1.0263990906805973,701
480000,959.9999999911228,-37467.6482707285,300.22758422882833,1.0123018180682894,701
485000,969.9999999908863,-37475.91943093712,294.8177157368806,0.9877852136709012,701
490000,979.9999999906498,-37821.331230366835,301.40314063594957,1.0088792874228607,701
495000,989.9999999904134,-37450.28853652268,293.5094009432295,1.0061499764956434,701
500000,999.9999999901769,-37607.65340124132,297.16053242907736,1.011261800011452,701
505000,1009.9999999899404,-37360.25080475904,301.8767552092897,0.9891263683003473,701
510000,1019.999999989704,-37441.54952155065,301.52463999970314,0.9966814101839611,701
515000,1029.9999999894676,-37699.951226847275,296.3410349545841,0.9962293826974888,701
520000,1039.9999999892311,-37596.594037542876,297.51736784603474,1.0063701473976872,701
525000,1049.9999999889947,-37613.27167781166,301.42594475467627,1.005205732175207,701
530000,1059.9999999887582,-37382.00016233418,304.2974246724082,1.0226769297779212,701
535000,1069.9999999885217,-37631.79560139592,302.37202960866057,1.0194719179915082,701
540000,1079.9999999882853,-37602.13048337746,304.17980773030166,1.0240965417641628,701
545000,1089.9999999880488,-37415.578137346136,302.16640429795547,1.0176015971726564,701
550000,1099.9999999878123,-37501.07185346662,298.03430207143634,1.0050577393700073,700
555000,1109.9999999875758,-37300.93622596454,299.21950323128067,1.0109168338286667,701
560000,1119.9999999873394,-37481.17650610316,313.34142373014953,1.0096618200478866,701
